Journey,Screen / Page,Route,UI Element Type,Translation Key,Current Arabic,Current English,File Path,Line Number,Character or Space Constraint,Variables / Interpolation,Notes
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.insightShortAnswerBestPractice,"استخدم سؤالاً واضحاً ومباشراً. أضف نص عنصر نائب لإظهار الصيغة المتوقعة (مثلاً \""ISO 9001:2015\"").","Use a clear, direct question. Add placeholder text to show the expected format (e.g. \""ISO 9001:2015\"").",client/src/lib/i18n.tsx,2391,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Helper text,formBuilder.insightShortAnswerDesc,حقل نص أحادي السطر لجمع معلومات موجزة ومحددة من الموردين — مثل اسم الشركة أو رقم الشهادة أو إجابة موجزة.,"A single-line text input for collecting brief, specific information from vendors — such as company name, certification number, or a concise answer.",client/src/lib/i18n.tsx,2389,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Heading / title,formBuilder.insightShortAnswerTitle,حقل الإجابة القصيرة,Short Answer Field,client/src/lib/i18n.tsx,2388,One line preferred,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.insightShortAnswerVendorTip,حافظ على تحديد السؤال. حقول الإجابة القصيرة تعمل بشكل أفضل للبيانات الواقعية التي لا تحتاج إلى توضيح.,Keep the question specific. Short answer fields work best for factual data that doesn't need elaboration.,client/src/lib/i18n.tsx,2390,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.insightTimelineBestPractice,أدرج وقتاً احتياطياً للتأهيل. إذا كانت التواريخ مرنة، اذكر ذلك — هذا يمكن أن يجذب عروضاً أكثر تنافسية.,"Include buffer time for onboarding. If dates are flexible, mention it — this can attract more competitive bids.",client/src/lib/i18n.tsx,2349,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Helper text,formBuilder.insightTimelineDesc,يحدد تواريخ البدء والانتهاء المتوقعة للمشروع. الجداول الزمنية الواضحة تساعد الموردين في تقييم التوافر والتخطيط لتخصيص الموارد.,Sets the expected start and end dates for the project. Clear timelines help vendors assess availability and plan resource allocation.,client/src/lib/i18n.tsx,2347,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Heading / title,formBuilder.insightTimelineTitle,الجدول الزمني,Timeline,client/src/lib/i18n.tsx,2346,One line preferred,,
5. RFP creation,Form builder,/tenders/new/form-builder,Long copy / paragraph,formBuilder.insightTimelineVendorTip,يحتاج الموردون إلى جداول زمنية واقعية لتقديم عروض دقيقة. المواعيد الضيقة قد تحد من مجموعة الموردين المؤهلين أو تزيد التكاليف.,Vendors need realistic timelines to provide accurate Proposals. Tight deadlines may limit the pool of qualified Vendors or increase costs.,client/src/lib/i18n.tsx,2348,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Long copy / paragraph,formBuilder.insightVendorReqsBestPractice,اجعل المتطلبات الإلزامية في حدها الأدنى وقابلة للإثبات (السجل التجاري، الزكاة، التأمينات). انقل التفضيلات الناعمة إلى المفضّلة كي لا تُضيّق دائرة الموردين المؤهلين.,"Keep mandatory requirements minimal and provable (CR, Zakat, GOSI). Move soft preferences to preferred so you don't shrink the eligible pool.",client/src/lib/i18n.tsx,2381,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Helper text,formBuilder.insightVendorReqsDesc,المؤهلات التي يجب على الموردين إثباتها للتقديم — مقسّمة إلى إلزامية (مرشح صارم) ومفضّلة (إضافة جيدة، تُحتسب كنقطة زائدة).,"Qualifications vendors must prove to apply — split into mandatory (hard filter) and preferred (nice-to-have, scored as a plus).",client/src/lib/i18n.tsx,2379,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Heading / title,formBuilder.insightVendorReqsTitle,متطلبات المورد,Vendor Requirements,client/src/lib/i18n.tsx,2378,One line preferred,,
5. RFP creation,Form builder,/tenders/new/form-builder,Long copy / paragraph,formBuilder.insightVendorReqsVendorTip,يساعد التمييز الواضح بين الإلزامي والمفضّل الموردين على تقييم أنفسهم وتخطّي طلبات العروض التي لا يستوفونها، مما يحسّن جودة العروض المُقدَّمة.,"Clear mandatory vs preferred tags let vendors self-qualify and skip RFPs they cannot meet, improving the quality of submitted proposals.",client/src/lib/i18n.tsx,2380,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.insightVendorResponseBestPractice,السعر فقط يناسب المشتريات السلعية. العروض الكاملة أفضل للمشاريع المعقدة حيث يهم الأسلوب.,Price-only works best for commodity purchases. Full proposals are better for complex projects where approach matters.,client/src/lib/i18n.tsx,2345,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Helper text,formBuilder.insightVendorResponseDesc,يتحكم في كيفية تقديم الموردين لعروضهم — السعر فقط أو العروض الكاملة أو عروض الفيديو أو مجتمعة. يؤثر هذا على جودة الردود وإمكانية مقارنتها.,"Controls how vendors submit their proposals — price-only, full proposals, video pitches, or combined. This affects the quality and comparability of responses.",client/src/lib/i18n.tsx,2343,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Heading / title,formBuilder.insightVendorResponseTitle,صيغة رد المورد,Vendor Response Format,client/src/lib/i18n.tsx,2342,One line preferred,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.insightVendorResponseVendorTip,تقديم عرض كامل + فيديو يتيح للموردون عرض نقاط قوتهم ويمنحك تجربة تقييم أغنى.,Offering a full proposal + video lets vendors showcase their strengths and gives you a richer evaluation experience.,client/src/lib/i18n.tsx,2344,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Long copy / paragraph,formBuilder.insightVideoUrlBestPractice,اجعل مدة الفيديو أقل من 5 دقائق. تأكد من أن الرابط متاح للعموم (لا يتطلب تسجيل دخول). يوتيوب غير مدرج أو فيميو خياران مناسبان.,Keep videos under 5 minutes. Make sure the link is publicly accessible (no sign-in required). YouTube unlisted or Vimeo work well.,client/src/lib/i18n.tsx,2377,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Helper text,formBuilder.insightVideoUrlDesc,رابط اختياري لفيديو قصير يعرّف بالمشروع. يساعد الموردين على استيعاب السياق والنبرة والنطاق بسرعة بما يتجاوز ما يمكن للنص نقله.,"An optional link to a short video introducing the project. Helps vendors quickly grasp context, tone, and scope beyond what text can convey.",client/src/lib/i18n.tsx,2375,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Heading / title,formBuilder.insightVideoUrlTitle,رابط الفيديو,Video URL,client/src/lib/i18n.tsx,2374,One line preferred,,
5. RFP creation,Form builder,/tenders/new/form-builder,Long copy / paragraph,formBuilder.insightVideoUrlVendorTip,فيديو من 2 إلى 5 دقائق يتيح للموردين رؤية الأشخاص والبيئة وراء طلب العروض، مما يبني الثقة ويحسّن جودة الاستجابات.,"A 2–5 minute video lets vendors see the people and environment behind the RFP, building trust and improving response quality.",client/src/lib/i18n.tsx,2376,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Form label,formBuilder.maxLabel,أقصى,Max,client/src/lib/i18n.tsx,2409,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Form label,formBuilder.minLabel,أدنى,Min,client/src/lib/i18n.tsx,2408,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Empty state,formBuilder.noAttachments,لا توجد مرفقات,No attachments,client/src/lib/i18n.tsx,2431,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Empty state,formBuilder.noDescriptionYet,لا يوجد وصف بعد,No description yet,client/src/lib/i18n.tsx,2422,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Placeholder,formBuilder.projectTitleInputPlaceholder,أدخل عنوان المشروع...,Enter project title...,client/src/lib/i18n.tsx,2447,Must fit input width (1 line),,
5. RFP creation,Form builder,/tenders/new/form-builder,Helper text,formBuilder.recordMessageDesc,سجّل رسالة لوصف مشروعك (5 دقائق كحد أقصى),Record a message to describe your project (max 5 minutes),client/src/lib/i18n.tsx,2425,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.removeCard,إزالة البطاقة,Remove card,client/src/lib/i18n.tsx,2443,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.rfpStructure,هيكل طلب عروض الأسعار,Your RFP Structure,client/src/lib/i18n.tsx,2277,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Heading / title,formBuilder.rfpStructureSubtitle,اسحب الحقول من المكتبة لتحديد شكل نموذجك. ستملأ التفاصيل في الخطوة 2.,Drag fields from the library to define the shape of your form. You'll fill in the details in Step 2.,client/src/lib/i18n.tsx,2278,One line preferred,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.sectionCustom,الحقول المخصصة,Custom Fields,client/src/lib/i18n.tsx,2269,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Heading / title,formBuilder.sectionCustomSubtitle,أنشئ أسئلتك الخاصة — أضف بقدر ما تحتاج,Create your own questions — add as many as you need,client/src/lib/i18n.tsx,2270,One line preferred,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.sectionRequired,مطلوب,Required,client/src/lib/i18n.tsx,2267,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.sectionStandard,الحقول القياسية,Standard Fields,client/src/lib/i18n.tsx,2268,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.seeTips,عرض النصائح,See tips,client/src/lib/i18n.tsx,2303,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.selectOptionNextStep,اختر خياراً في الخطوة التالية,Select option in the next step,client/src/lib/i18n.tsx,2435,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.setBudgetNextStep,حدد الميزانية في الخطوة التالية,Set budget in the next step,client/src/lib/i18n.tsx,2407,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.setDateNextStep,حدد التاريخ في الخطوة التالية,Set date in the next step,client/src/lib/i18n.tsx,2428,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.setDatesNextStep,حدد التواريخ في الخطوة التالية,Set dates in the next step,client/src/lib/i18n.tsx,2406,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.showBudgetToVendors,عرض الميزانية للموردين,Show budget to vendors,client/src/lib/i18n.tsx,2410,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.showLibrary,إظهار مكتبة البطاقات,Show Card Library,client/src/lib/i18n.tsx,2275,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Form label,formBuilder.submissionDeadlineLabel,الموعد النهائي للتقديم,Submission deadline,client/src/lib/i18n.tsx,2405,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.tapToAdd,إضافة,Add,client/src/lib/i18n.tsx,2273,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Error message,formBuilder.uploadError,فشل الرفع. يرجى المحاولة مرة أخرى.,Upload failed. Please try again.,client/src/lib/i18n.tsx,2439,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.uploading,جارٍ الرفع...,Uploading...,client/src/lib/i18n.tsx,2432,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.vendorPerspective,منظور المورد,Vendor Perspective,client/src/lib/i18n.tsx,2300,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.vendorsSeeBudgetRfp,سيرى الموردون ميزانيتك في طلب العروض,Vendors will see your budget in the RFP,client/src/lib/i18n.tsx,2411,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.videoLink,رابط الفيديو,Video Link,client/src/lib/i18n.tsx,2426,,,
